7.13327016	5.17634861	3	1
0	0	9	5
0	0	9	6
14.08447028	-1.38963738	6	8
0	0	9	9
0	0	9	2
23.76315887	37.96082493	7	6
0	0	9	1
0	0	9	5
0	0	9	2
0	0	9	9
0	0	9	2
0	0	9	8
0	0	9	5
0	0	9	6
0	0	9	1
0	0	9	9
0	0	9	2
0	0	9	6
12.04082011	1.84920473	5	8
0	0	9	2
0	0	9	5
0	0	9	1
0	0	9	9
9.8034452	5.46429703	2	9
0	0	9	5
0	0	9	1
6.43319926	5.82479416	3	8
0	0	9	5
0	0	9	2
0	0	9	6
9.16070346	5.47853884	9	1
0	0	9	9
0	0	9	5
0	0	9	9
5.83810425	6.15444108	3	2
0	0	9	6
11.63083999	1.97372036	3	6
11.8585686	10.0970764	4	2
0	0	9	8
0	0	9	9
0	0	9	5
0	0	9	1
7.16015586	7.22656282	3	1
0	0	9	5
0	0	9	9
6.38220947	6.30927631	3	1
0	0	9	9
0	0	9	1
6.19625525	6.29093963	3	8
0	0	9	6
5.83067489	6.04530965	5	2
-0.45253811	-4.30169265	6	1
11.46305078	2.00413924	3	6
0	0	9	5
11.96876716	-2.45505038	5	2
9.15933069	5.89377893	5	9
0	0	9	1
0	0	9	6
0	0	9	5
0	0	9	2
0	0	9	9
7.83909817	2.77393621	4	8
0	0	9	6
6.45202393	7.00167506	4	1
0	0	9	5
0	0	9	2
10.53057852	0.97961774	5	6
0	0	9	1
11.72319237	11.46997059	6	2
0	0	9	9
9.45008931	5.69993925	2	9
0	0	9	5
5.88875358	6.16521938	3	2
8.91020528	2.99100083	3	1
10.52833209	4.98111203	4	9
12.26412016	11.69464814	4	5
5.48390095	5.95715407	4	2
0	0	9	6
0	0	9	1
0	0	9	9
8.22308319	-11.43018578	7	6
0	0	9	6
0	0	9	8
0	0	9	5
0	0	9	2
0	0	9	1
6.0077324	6.05332374	3	5
0	0	9	9
5.61384928	5.69248602	4	1
8.79498656	6.404255	9	6
0	0	9	2
0	0	9	9
0	0	9	6
6.84302592	6.95139238	4	1
0	0	9	6
0	0	9	5
0	0	9	2
0	0	9	8
4.51362846	4.00002279	3	5
0	0	9	1
0	0	9	2
0	0	9	9
0	0	9	5
0	0	9	6
0	0	9	2
0	0	9	9
9.28095362	5.81269314	9	6
6.18561148	6.01056006	3	2
0	0	9	6
5.93416314	6.18277847	5	2
6.52619085	5.82107418	4	1
0	0	9	8
0	0	9	5
8.17809249	6.54795016	5	1
0	0	9	6
0	0	9	2
0	0	9	9
11.95366857	10.71590006	8	5
4.7598103	8.82678377	3	9
10.81066915	2.89380056	2	6
6.22365079	6.69402137	5	8
17.62180897	5.04257177	5	9
0	0	9	2
0	0	9	5
0	0	9	6
0	0	9	1
0	0	9	1
0	0	9	6
0	0	9	9
5.99800655	-2.72377671	5	8
6.43060863	6.09419176	2	8
0	0	9	6
6.88644746	4.70196045	3	1
13.10208393	12.3669981	5	9
0	0	9	5
0	0	9	2
0	0	9	6
6.30652017	6.26375476	3	8
0	0	9	6
0	0	9	5
0	0	9	2
9.05358069	5.88858958	3	1
0	0	9	6
6.45963661	7.47404333	4	1
0	0	9	2
0	0	9	5
0	0	9	9
0	0	9	6
0	0	9	1
0	0	9	6
8.12235135	2.58510013	6	8
0	0	9	5
0	0	9	2
0	0	9	6
0	0	9	9
0	0	9	1
5.85951095	6.3949151	6	2
-6.35644891	-30.60627095	7	5
12.17242952	11.01827146	4	5
10.40368177	5.06421235	5	1
0	0	9	9
0	0	9	2
6.01374136	-10.60596185	9	1
0	0	9	5
6.2800102	5.9108609	3	2
11.59106092	2.79283711	4	8
0	0	9	6
-0.43830222	-4.29221733	5	1
0	0	9	5
0	0	9	9
0	0	9	2
